,Name,Marriage Dates,First Marriage Date,Divorce Dates,Marriage Lengths,Average Marriage Lengths
7519,Nigel Dodds,[],,[],[],
7520,Nigel Green,[],,[],[],
7521,Nigel Kneale,[],,[],[],
7522,Nigel Lythgoe,[],,[],[],
7523,Nigel Patrick,[],,[],[],
7524,Nigel Stock (actor),[],,[],[],
7525,Nigel Whitmey,[],,[],[],
7526,Nigella Lawson,"[1992, 2003]",1992.0,[],[],
7527,Niharika Khan,[],,[],[],
7528,Nik Richie,[],,[],[],
7529,Nik Wheeler,[],,[],[],
7530,Nikal-mati,[],,[],[],
7531,Nikephoros III Botaneiates,[],,[],[],
7532,Nikesh Arora,[],,[],[],
7533,Niketa Thopia,[],,[],[],
7534,Nikhil Chinapa,[],,[],[],
7535,Nikhil Kumar,[],,[],[],
7536,Nikhil Upreti,[],,[],[],
7537,Niki Sanders,[],,[],[],
7538,Niki Taylor,[],,[],[],
7539,Niki Tsongas,[],,[],[],
7540,Nikita (character),[],,[],[],
7541,Nikita Khrushchev,[],,[],[],
7542,Nikita Mikhalkov,[],,[],[],
7543,Nikitin Dheer,[2014],2014.0,[],[],
7544,Nikki Cox,[],,[],[],
7545,Nikki DeLoach,[],,[],[],
7546,Nikki Finke,[],,[],[],
7547,Nikki Gordon-Bloomfield,[],,[],[],
7548,Nikki Haley,[],,[],[],
7549,Nikki Kahn,[],,[],[],
7550,Nikki Reed,"[2011, 2015]",2011.0,[],[],
7551,Nikola Bagaš,[],,[],[],
7552,Nikola III Zrinski,[],,[],[],
7553,Nikola I Petrović-Njegoš,[1860],1860.0,[],[],
7554,Nikola Radonja,[],,[],[],
7555,Nikola Todev,[],,[],[],
7556,Nikolai Bukharin,[],,[],[],
7557,Nikolai Burlyayev,[],,[],[],
7558,Nikolai Fomenko,[],,[],[],
7559,Nikolai Kulikovsky,[],,[],[],
7560,Nikolaj Coster-Waldau,[1998],1998.0,[],[],
7561,Nikolaos Michaloliakos,[],,[],[],
7562,Nikolas Tsakos,[],,[],[],
7563,"Nikolaus, Count Esterházy",[],,[],[],
7564,"Nikolaus, Hereditary Grand Duke of Oldenburg",[],,[],[],
7565,Nikolaus Harnoncourt,[],,[],[],
7566,Nikolay Binev,[],,[],[],
7567,Nikolay Shvernik,[],,[],[],
7568,Nikos Papatakis,[],,[],[],
7569,Nilanjana Sharma,[],,[],[],
7570,Nilar Thein,[],,[],[],
7571,Nilda Garré,[],,[],[],
7572,Niles Crane,[],,[],[],
7573,Nilesh Sable,[],,[],[],
7574,Nili Tal,[],,[],[],
7575,Niloy Alamgir,[],,[],[],
7576,Nils Asther,[],,[],[],
7577,Nils Dardel,[],,[],[],
7578,Nils Ludvig Arppe,[],,[],[],
7579,Nils Poppe,[],,[],[],
7580,Nilüfer Hatun,[],,[],[],
7581,Nimai Bali,[],,[],[],
7582,Nimisha Vakharia,[],,[],[],
7583,Nimmi,[],,[],[],
7584,Nina Bawden,[],,[],[],
7585,Nina Bracewell-Smith,[1996],1996.0,[],[],
7586,Nina Clarkin,[],,[],[],
7587,Nina Easton,[2004],2004.0,[],[],
7588,Nina Foch,[],,[],[],
7589,Nina Grewal,[],,[],[],
7590,Nina Iliescu,[],,[],[],
7591,Nina Leopold Bradley,[],,[],[],
7592,Nina Li (actress),[1999],1999.0,[],[],
7593,Nina Morić,[2001],2001.0,[],[],
7594,Nina Olivette,[],,[],[],
7595,Nina Petronzio,[],,[],[],
7596,Nina Schenk Gräfin von Stauffenberg,[],,[],[],
7597,Nina Shtanski,[],,[],[],
7598,Nina Starr Braunwald,[],,[],[],
7599,Nina Tassler,[],,[],[],
7600,Nina Totenberg,[],,[],[],
7601,Nina Wang,[],,[],[],
7602,Nina Wayne,[],,[],[],
7603,"Nino, Princess of Mingrelia",[],,[],[],
7604,Nino Burjanadze,[],,[],[],
7605,Niranjana (writer),[],,[],[],
7606,Nirmal Pandey,[],,[],[],
7607,Nirmala Devi,[],,[],[],
7608,Nirmala Sitharaman,[],,[],[],
7609,Nischal Basnet,[],,[],[],
7610,Nisha Krishnan,[2015],2015.0,[],[],
7611,Nisha Rawal,[],,[],[],
7612,Nishio Tadaatsu,[],,[],[],
7613,Nishio Tadakata,[],,[],[],
7614,Nishio Tadayoshi,[],,[],[],
7615,Nispal Singh,[],,[],[],
7616,Nissanka Malla of Polonnaruwa,[],,[],[],
7617,Nissanka Wijeyeratne,[],,[],[],
7618,Nita Ambani,[],,[],[],
7619,Nitesh Pandey,[],,[],[],
7620,Nitin Sahrawat,[],,[],[],
7621,Nitish Jain,[],,[],[],
7622,Nitsa Tsaganea,[],,[],[],
7623,Nivedita Bhattacharya,[],,[],[],
7624,Nivedita Joshi Saraf,[],,[],[],
7625,Niven Busch,[],,[],[],
7626,Nizam al-Mulk,[],,[],[],
7627,Nizan Guanaes,[],,[],[],
7628,Njoo Cheong Seng,[],,[],[],
7629,Nkosazana Dlamini-Zuma,[],,[],[],
7630,Nnamdi Azikiwe,"[1936, 1973]",1936.0,[],[],
7631,Noa Tishby,[],,[],[],
7632,Noah Baumbach,[2005],2005.0,[2013],[8],8.0
7633,Noah Bennet,[],,[],[],
7634,Noah Danby,[],,[],[],
7635,Noah Emmerich,"[1998, 2014]",1998.0,[2003],[5],5.0
7636,Noah in Islam,[],,[],[],
7637,Nobby Clark (photographer),[],,[],[],
7638,Noble Consort Xin,[],,[],[],
7639,Noble Consort Xun,[],,[],[],
7640,Noble Consort Ying,[],,[],[],
7641,Noble Dowager Consort Wan,[],,[],[],
7642,Noble Ellington,[],,[],[],
7643,Noble Lady Shun,[],,[],[],
7644,"Nobuhito, Prince Takamatsu",[],,[],[],
7645,Nobuko Miyamoto,[],,[],[],
7646,Nobuko Otowa,[],,[],[],
7647,Noe Itō,[],,[],[],
7648,Noel Blanc,"[1967, 1977, 1998]",1967.0,[],[],
7649,Noel Capon,[],,[],[],
7650,Noel Curran,[],,[],[],
7651,Noel Hood,[],,[],[],
7652,"Noel Lemass, Jnr",[],,[],[],
7653,"Noel Noel-Buxton, 1st Baron Noel-Buxton",[],,[],[],
7654,Noemi Marone Cinzano,[],,[],[],
7655,Nofret,[],,[],[],
7656,Nogai Khan,[],,[],[],
7657,Nohra Puyana Bickenbach,[],,[],[],
7658,Nokutela Dube,[],,[],[],
7659,Nonna Mordyukova,[],,[],[],
7660,Noomi Rapace,[2001],2001.0,[2011],[10],10.0
7661,Noor Alam Chowdhury,[],,[],[],
7662,Noor bint Asem,[],,[],[],
7663,Nora Aunor,[],,[],[],
7664,Nora Balling,[],,[],[],
7665,Nora Barnacle,[1931],1931.0,[],[],
7666,Nora Batty,[],,[],[],
7667,Nora Eddington,[],,[],[],
7668,Nora Ephron,[],,[],[],
7669,Nora Gregor,[],,[],[],
7670,Nora Gulbrandsen,[],,[],[],
7671,Nora Marlowe,[],,[],[],
7672,Nora Picciotto,[],,[],[],
7673,Nora Swinburne,[],,[],[],
7674,Noralma Vera Arrata,[],,[],[],
7675,Norbert Leo Butz,[2007],2007.0,[],[],
7676,Nordahl Grieg,[],,[],[],
7677,Noreen Murray,[],,[],[],
7678,Noreen Nash,[],,[],[],
7679,"Norihito, Prince Takamado",[],,[],[],
7680,Norika Fujiwara,"[2007, 2016]",2007.0,[2009],[2],2.0
7681,Norina Matchabelli,[],,[],[],
7682,Norm Green,[],,[],[],
7683,Norma Alvares,[],,[],[],
7684,Norma Cenva,[],,[],[],
7685,Norma Cox Astwood,[],,[],[],
7686,Norma Crane,[],,[],[],
7687,Norma Eberhardt,[],,[],[],
7688,Norma Fox Mazer,[1950],1950.0,[],[],
7689,Norma Major,[],,[],[],
7690,Norma Reid Birley,[],,[],[],
7691,Norma Shearer,"[1927, 1942]",1927.0,[],[],
7692,Norma Smallwood,[],,[],[],
7693,Norma Talmadge,"[1916, 1934, 1946]",1916.0,[],[],
7694,Norman Buckley,[],,[],[],
7695,Norman Chandler,[],,[],[],
7696,Norman Cook,[1999],1999.0,[],[],
7697,Norman Corwin,[],,[],[],
7698,Norman Dolph,[1995],1995.0,[],[],
7699,Norman E. Brinker,[],,[],[],
7700,Norman Eshley,[],,[],[],
7701,Norman Foster (director),[],,[],[],
7702,Norman Frank Wilson,[],,[],[],
7703,Norman Godman,[],,[],[],
7704,Norman Hapgood,[],,[],[],
7705,Norman Harold Moss,[],,[],[],
7706,Norman Hulbert,[],,[],[],
7707,Norman Jesse,[],,[],[],
7708,Norman Kirk,[],,[],[],
7709,Norman Krasna,[],,[],[],
7710,Norman Lear,[],,[],[],
7711,"Norman Leslie, 19th Earl of Rothes",[],,[],[],
7712,Norman Lloyd,[1936],1936.0,[],[],
7713,Norman Manley,[],,[],[],
7714,Norman Maurer,[],,[],[],
7715,Norman Podhoretz,[],,[],[],
7716,Norman Tebbit,[],,[],[],
7717,Norman Tokar,[],,[],[],
7718,Norodom Arunrasmy,[],,[],[],
7719,Norodom Kanviman Norleak Tevi,[],,[],[],
7720,Norodom Marie,[],,[],[],
7721,Norodom Monineath,[],,[],[],
7722,Norodom Ranariddh,[],,[],[],
7723,Norodom Sihanouk,[],,[],[],
7724,Norodom Suramarit,[],,[],[],
7725,Norodom Yuvaneath,[],,[],[],
7726,Charles MacArthur,[],,[],[],
7727,Charles Margai,[],,[],[],
7728,Charles Martel of Anjou,[],,[],[],
7729,Charles Maurice de Talleyrand-Périgord,[],,[],[],
7730,Charles McGregor,[],,[],[],
7731,"Charles McLaren, 1st Baron Aberconway",[],,[],[],
7732,Charles Middleton (actor),[],,[],[],
7733,Charles Montague Cooke,[],,[],[],
7734,"Charles Neville, 6th Earl of Westmorland",[],,[],[],
7735,Charles Newirth,[],,[],[],
7736,Charles Nqakula,[],,[],[],
7737,Charles O. Perry,[],,[],[],
7738,Charles Oliver Iselin,[],,[],[],
7739,Charles Orme,[],,[],[],
7740,Charles Paul Conn,[],,[],[],
7741,"Charles Pelham, 4th Earl of Yarborough",[],,[],[],
7742,Charles Randolph,[],,[],[],
7743,Charles Reed Bishop,[],,[],[],
7744,Charles Richard Stith,[],,[],[],
7745,Charles Ross (artist),[],,[],[],
7746,Charles Roven,[],,[],[],
7747,Charles Russell Lowell,[],,[],[],
7748,Charles Régnier,[],,[],[],
7749,Charles S. Deneen,[],,[],[],
7750,Charles S. Dutton,[1989],1989.0,[],[],
7751,Charles S. Maier,[],,[],[],
7752,Charles Saatchi,"[1973, 1990, 2003]",1973.0,[],[],
7753,Charles Schneider (businessman),[],,[],[],
7754,Charles Schusterman,[],,[],[],
7755,Charles Scorsese,[1933],1933.0,[],[],
7756,Charles Sheffield,[],,[],[],
7757,Charles Shyer,[],,[],[],
7758,"Charles Somerset, 1st Earl of Worcester",[],,[],[],
7759,"Charles Somerset, 4th Duke of Beaufort",[],,[],[],
7760,"Charles Spencer, 3rd Earl of Sunderland","[1695, 1700, 1717]",1695.0,[],[],
7761,"Charles Spencer-Churchill, 9th Duke of Marlborough","[1895, 1921]",1895.0,[],[],
7762,Charles Stewart Parnell,[],,[],[],
7763,Charles Sturridge,[],,[],[],
7764,Charles T. Hayden,[],,[],[],
7765,"Charles Talbot, 1st Duke of Shrewsbury",[],,[],[],
7766,Charles Taylor (Liberian politician),[],,[],[],
7767,Charles Templeton,[],,[],[],
7768,"Charles Theodore, Elector of Bavaria",[],,[],[],
7769,Charles Thomas (historian),[],,[],[],
7770,Charles Tilly,[],,[],[],
7771,Charles Townshend,[],,[],[],
7772,Charles Tupper,[1846],1846.0,[],[],
7773,"Charles V, Duke of Lorraine",[],,[],[],
7774,"Charles V, Holy Roman Emperor",[],,[],[],
7775,"Charles VI, Holy Roman Emperor",[],,[],[],
7776,"Charles VII, Holy Roman Emperor",[],,[],[],
7777,Charles VIII of France,[],,[],[],
7778,Charles VIII of Sweden,[],,[],[],
7779,Charles VII of France,[],,[],[],
7780,Charles VI of France,[],,[],[],
7781,Charles V of France,[],,[],[],
7782,Charles Vacquerie,[],,[],[],
7783,"Charles Vane-Tempest-Stewart, 7th Marquess of Londonderry",[],,[],[],
7784,Charles Vidor,"[1925, 1932, 1944, 1945]",1925.0,"[1932, 1943, 1945]","[7, 11, 1]",6.333333333333333
7785,Charles W. Brooks,[],,[],[],
7786,Charles W. Conn,[],,[],[],
7787,"Charles W. Engelhard, Jr.",[],,[],[],
7788,Charles W. Fairbanks,[],,[],[],
7789,Charles Walter Stetson,[],,[],[],
7790,Charles Wertenbaker,[],,[],[],
7791,Charles Wesley,[],,[],[],
7792,Charles Whibley,[],,[],[],
7793,Charles Wilkinson (director),[],,[],[],
7794,"Charles William, Prince of Nassau-Usingen",[],,[],[],
7795,"Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel",[],,[],[],
7796,"Charles William Frederick, Margrave of Brandenburg-Ansbach",[],,[],[],
7797,Charles Winkler,[],,[],[],
7798,Charles Wintour,[1940],1940.0,[1979],[39],39.0
7799,"Charles Wood, 2nd Earl of Halifax",[],,[],[],
7800,Charles XIII of Sweden,[],,[],[],
7801,Charles XIV John of Sweden,[1798],1798.0,[],[],
7802,Charles XI of Sweden,[],,[],[],
7803,Charles XV of Sweden,[],,[],[],
7804,Charles X Gustav of Sweden,[],,[],[],
7805,Charles X of France,[],,[],[],
7806,Charles deGravelles,[],,[],[],
7807,Charles de Gaulle,[],,[],[],
7808,Charles de Lint,[],,[],[],
7809,Charles of Mecklenburg-Güstrow,[],,[],[],
7810,"Charles of Saxony, Duke of Courland",[],,[],[],
7811,Charles the Bald,[],,[],[],
7812,Charles the Bold,[],,[],[],
7813,Charles the Simple,[],,[],[],
7814,Charlie Angus,[1986],1986.0,[],[],
7815,Charlie Brill,[],,[],[],
7816,Charlie Brooker,[2010],2010.0,[],[],
7817,Charlie Chaplin,"[1918, 1924, 1936, 1943]",1918.0,"[1920, 1927, 1942]","[2, 3, 6]",3.6666666666666665
7818,Charlie Crist,[],,[],[],
7819,Charlie Day,[2006],2006.0,[],[],
7820,Charlie Eppes,[],,[],[],
7821,Charlie Hall (politician),[],,[],[],
7822,Charlie Hamilton James,[],,[],[],
7823,Charlie Ruggles,[],,[],[],
7824,Charlie Savage,[],,[],[],
7825,Charlie Sheen,[],,[],[],
7826,Charlie Soong,[],,[],[],
7827,Charlie Young,[],,[],[],
7828,Charlotta Almlöf,[],,[],[],
7829,Charlotta Djurström,[],,[],[],
7830,Charlotta Frölich,[],,[],[],
7831,"Charlotte, Grand Duchess of Luxembourg",[],,[],[],
7832,"Charlotte, Landgravine of Hesse-Kassel",[],,[],[],
7833,"Charlotte, Princess Royal",[],,[],[],
7834,"Charlotte, Queen of Cyprus",[],,[],[],
7835,Charlotte Aglaé d'Orléans,[],,[],[],
7836,Charlotte Amalie of Hesse-Kassel,[],,[],[],
7837,Charlotte Bacon,[],,[],[],
7838,Charlotte Bingham,[1964],1964.0,[],[],
7839,Charlotte Bonaparte,[],,[],[],
7840,Charlotte Brontë,[],,[],[],
7841,Charlotte Burks,[],,[],[],
7842,Charlotte Burton,[1917],1917.0,[],[],
7843,Charlotte Bühler,[1916],1916.0,[],[],
7844,Charlotte Carmichael Stopes,[],,[],[],
7845,Charlotte Catherine de La Trémoille,[],,[],[],
7846,"Charlotte Cavendish, Marchioness of Hartington",[],,[],[],
7847,Charlotte Christine of Brunswick-Lüneburg,[],,[],[],
7848,"Charlotte Clayton, Baroness Sundon",[],,[],[],
7849,Charlotte Dawson,[1999],1999.0,[],[],
7850,Charlotte Elkins,[],,[],[],
7851,Charlotte Fullerton,[],,[],[],
7852,Charlotte Garrigue,[],,[],[],
7853,Charlotte Godley,[],,[],[],
7854,Charlotte Goodall,[],,[],[],
7855,Charlotte Gordon Cumming,[],,[],[],
7856,Charlotte Greenwood,[],,[],[],
7857,Charlotte Jones (writer),[],,[],[],
7858,Charlotte Kerr,[],,[],[],
7859,Charlotte King,[],,[],[],
7860,"Charlotte Lee, Countess of Lichfield",[],,[],[],
7861,"Charlotte Lee, Lady Baltimore",[],,[],[],
7862,Charlotte Louise de Rohan,[],,[],[],
7863,Charlotte Mailliard Shultz,[],,[],[],
7864,Charlotte Manning,[],,[],[],
7865,Charlotte Marguerite de Montmorency,[],,[],[],
7866,Charlotte Marie of Saxe-Jena,[],,[],[],
7867,Charlotte Merriam,[],,[],[],
7868,"Charlotte Montagu Douglas Scott, Duchess of Buccleuch",[],,[],[],
7869,Charlotte Murchison,[],,[],[],
7870,Charlotte Rae,[1951],1951.0,[],[],
7871,Charlotte Rampling,"[1972, 1978]",1972.0,"[1976, 1998]","[4, 20]",12.0
7872,Charlotte Riley,[2014],2014.0,[],[],
7873,Charlotte Schimmelmann,[],,[],[],
7874,Charlotte Sieling,[1996],1996.0,[2000],[4],4.0
7875,Charlotte Stewart,[],,[],[],
7876,Charlotte Sullivan,[],,[],[],
7877,Charlotte Walker (actress),[],,[],[],
7878,Charlotte Zolotow,[],,[],[],
7879,Charlotte d'Amboise,[],,[],[],
7880,Charlotte de La Marck,[],,[],[],
7881,Charlotte de Laval,[],,[],[],
7882,Charlotte de Rohan,[],,[],[],
7883,Charlotte of Albret,[],,[],[],
7884,Charlotte of Bourbon,[],,[],[],
7885,"Charlotte of Bourbon, Queen of Cyprus",[],,[],[],
7886,Charlotte of Mecklenburg-Strelitz,[],,[],[],
7887,Charlotte of Naples,[],,[],[],
7888,Charlotte of Savoy,[],,[],[],
7889,Charlotte of Schaumburg-Lippe,[],,[],[],
7890,Charlotte von Kalb,[],,[],[],
7891,Charlton Heston,[],,[],[],
7892,Charmaine Li,[2012],2012.0,[],[],
7893,Charo,[],,[],[],
7894,Charytín Goyco,[1974],1974.0,[],[],
7895,Chatchai Plengpanich,[],,[],[],
7896,Chatichai Choonhavan,[],,[],[],
7897,Chauncey McCormick,[],,[],[],
7898,Chava Rosenfarb,[1945],1945.0,[],[],
7899,Chavalit Yongchaiyudh,[],,[],[],
7900,Chaya Mushka Schneersohn,[],,[],[],
7901,Che Guevara,[],,[],[],
7902,Cheddi Jagan,[],,[],[],
7903,Chellie Pingree,[],,[],[],
7904,Chelsea Clinton,[2010],2010.0,[],[],
7905,Chelsea Field,[1996],1996.0,[],[],
7906,Chelsea Noble,[1991],1991.0,[],[],
7907,Chen Daoming,[],,[],[],
7908,Chen He,[],,[],[],
7909,Chen Hong (actress),[],,[],[],
7910,Chen Jianbin,[2006],2006.0,[],[],
7911,Chen Jieru,[],,[],[],
7912,Chen Kaige,"[1983, 1989, 1997]",1983.0,"[1986, 1991]","[3, 2]",2.5
7913,Chen Lihua,[],,[],[],
7914,Chen Liping,[],,[],[],
7915,Chen Maiping,[],,[],[],
7916,Chen Shui-bian,[1975],1975.0,[],[],
7917,Chen Sicheng,[],,[],[],
7918,Chen Wen-Chi,[],,[],[],
7919,Chen Yumei,[1934],1934.0,[],[],
7920,Chen Yun,[],,[],[],
7921,Chen Yunshang,[],,[],[],
7922,Chenghua Emperor,[],,[],[],
7923,Cheoljong of Joseon,[],,[],[],
7924,Cher,"[1969, 1975]",1969.0,"[1975, 1979]","[6, 4]",5.0
7925,Cher Wang,[],,[],[],
7926,Cheri Daniels,[],,[],[],
7927,Cherie Blair,[1980],1980.0,[],[],
7928,Cherrie Ying,[],,[],[],
7929,Cherry Wainer,[],,[],[],
7930,Cheryl Barrymore,[],,[],[],
7931,Cheryl Benard,[],,[],[],
7932,Cheryl Hines,"[2002, 2014]",2002.0,[2010],[8],8.0
7933,Cheryl Holdridge,"[1964, 1974, 1994]",1964.0,[1988],[24],24.0
7934,Cheryl Ladd,[],,[],[],
7935,Cheryl Paris,[],,[],[],
7936,Cheryl Saban,[],,[],[],
7937,Cheryl Strayed,[],,[],[],
7938,Cheryl Tiegs,[],,[],[],
7939,Cheryl West (Outrageous Fortune),[],,[],[],
7940,Cheska Garcia,[],,[],[],
7941,Chesley Bonestell,[],,[],[],
7942,Chespirito,"[1968, 2004]",1968.0,[],[],
7943,Chester A. Arthur,[1859],1859.0,[],[],
7944,Chester C. Bolton,[],,[],[],
7945,"Chester E. Finn, Jr.",[],,[],[],
7946,Chesty Morgan,[],,[],[],
7947,Chet Curtis,[1960],1960.0,[],[],
7948,Chetan Hansraj,[],,[],[],
7949,Chhatrasal,[],,[],[],
7950,Chi Zhongrui,[1990],1990.0,[],[],
7951,Chiam See Tong,[],,[],[],
7952,Chiang Ching-kuo,[],,[],[],
7953,Chiang Fang-liang,[],,[],[],
7954,Chiang Hsiao-yung,[],,[],[],
7955,Chiang Kai-shek,[],,[],[],
7956,Chiara Mastroianni,[],,[],[],
7957,Chichimecacihuatzin I,[],,[],[],
7958,Chie Sawaguchi,[],,[],[],
7959,Chiharu Niiyama,[],,[],[],
7960,"Chikako, Princess Kazu",[],,[],[],
7961,Chil Kong,[],,[],[],
7962,Childeric I,[],,[],[],
7963,"Chin Han (actor, born 1938)",[],,[],[],
7964,Chin Ka-lok,[2012],2012.0,[],[],
7965,Ching Arellano,[],,[],[],
7966,Chinmoy Guha,[],,[],[],
7967,Chinni Prakash,[],,[],[],
7968,Chip Wilson,[],,[],[],
7969,Chipeta,[],,[],[],
7970,Chiquinquirá Delgado,[],,[],[],
7971,Chirlane McCray,[1994],1994.0,[],[],
7972,Chisato Moritaka,[1999],1999.0,[],[],
7973,Chit Maung,[],,[],[],
7974,Chit Mi of Prome,[],,[],[],
7975,Chita Rivera,[1957],1957.0,[1966],[9],9.0
7976,Chitra Bhattacharya,[],,[],[],
7977,Chitra Naik,[],,[],[],
7978,Chitrabon Hazarika,[],,[],[],
7979,Chitrangada Singh,[],,[],[],
7980,Chittaranjan Das,[],,[],[],
7981,Chloe O'Brian,[],,[],[],
7982,Chloe Shorten,[],,[],[],
7983,Chloe Steele,[],,[],[],
7984,Choi Dong-hoon,[],,[],[],
7985,Choi Eun-hee,[],,[],[],
7986,Choi Jin-sil,[],,[],[],
7987,Choi Kyu-hah,[],,[],[],
7988,Choi Ran,[],,[],[],
7989,Choi Soo-jong,[],,[],[],
7990,Choi Won-young,[],,[],[],
7991,Chongzhen Emperor,[],,[],[],
7992,Chora Naga of Anuradhapura,[],,[],[],
7993,Chough Pyung-ok,[],,[],[],
7994,Choummaly Sayasone,[],,[],[],
7995,Chow Yun-fat,[],,[],[],
7996,Chris Adams (wrestler),"[1984, 2001]",1984.0,[1994],[10],10.0
7997,Chris Anderson (entrepreneur),[],,[],[],
7998,Chris Anthony (voice actress),[],,[],[],
7999,Chris Barnard (author),"[1962, 1978]",1962.0,[],[],
8000,Chris Barnes (bowler),[],,[],[],
8001,Chris Benoit,[],,[],[],
8002,Chris Burden,[],,[],[],
8003,Chris Charlton,[],,[],[],
8004,Chris Christie,[1986],1986.0,[],[],
8005,Chris Coghill,[],,[],[],
8006,Chris Cooper,[1983],1983.0,[],[],
8007,Chris Diamantopoulos,[2005],2005.0,[],[],
8008,Chris Evans (presenter),"[1991, 2001, 2007]",1991.0,[],[],
8009,Chris Frith,[],,[],[],
8010,Chris Grant (media executive),[],,[],[],
8011,Chris Hawkins,[],,[],[],
8012,Chris Hegedus,[],,[],[],
8013,Chris Hemsworth,[2010],2010.0,[],[],
8014,Chris Henchy,[2001],2001.0,[],[],
8015,Chris Henry Coffey,[],,[],[],
8016,Chris Huhne,[],,[],[],
8017,Chris Hyndman,[2008],2008.0,[],[],
8018,Chris Innis,[],,[],[],
8019,Chris Kilham,[],,[],[],
8020,Chris Langham,[],,[],[],
8021,Chris Lemmon,[],,[],[],
8022,Chris Martin,[2003],2003.0,[2016],[13],13.0
8023,Chris Matthews,[1980],1980.0,[],[],
8024,Chris Messina,[1995],1995.0,[2006],[11],11.0
8025,Chris Noth,[2012],2012.0,[],[],
8026,Chris O'Dowd,[2012],2012.0,[],[],
8027,Chris Olivero,[],,[],[],
8028,Chris Pedersen (actor),[],,[],[],
8029,Chris Pond,[],,[],[],
8030,Chris Powell (personal trainer),[],,[],[],
8031,Chris Pratt,[2009],2009.0,[],[],
8032,Chris Reason,[],,[],[],
8033,Chris Sarandon,"[1967, 1980, 1994]",1967.0,"[1979, 1989]","[12, 9]",10.5
8034,Chris Sgro,[2006],2006.0,[],[],
8035,Chris Sheasby,[],,[],[],
8036,Chris Skelton,[],,[],[],
8037,Chris Sparling,[],,[],[],
8038,Chris Tarrant,"[1971, 1991]",1971.0,"[1982, 2007]","[11, 16]",13.5
8039,Chris Traeger,[],,[],[],
8040,Chris Uhlmann,[1997],1997.0,[],[],
8041,Chris Valletta,[],,[],[],
8042,Chris Walters,[],,[],[],
8043,Chris Watson,[],,[],[],
8044,Chris Weatherhead,[],,[],[],
8045,Chris Wragge,[],,[],[],
8046,Chris Wysopal,[],,[],[],
8047,Chris Young (actor),[],,[],[],
8048,Chrissie White,[],,[],[],
8049,Chrissie Williams,[],,[],[],
8050,Chrissy Teigen,[2013],2013.0,[],[],
8051,Christa Miller,[],,[],[],
8052,Christel Bodenstein,[],,[],[],
8053,Christfried Berger,[],,[],[],
8054,"Christian, Duke of Saxe-Eisenberg",[],,[],[],
8055,"Christian, Margrave of Brandenburg-Bayreuth",[],,[],[],
8056,"Christian, Prince-Elect of Denmark",[],,[],[],
8057,Christian-Jaque,[],,[],[],
8058,Christian (singer),[],,[],[],
8059,"Christian Albert, Duke of Holstein-Gottorp",[],,[],[],
8060,"Christian Albrecht, Prince of Hohenlohe-Langenburg",[],,[],[],
8061,"Christian August, Prince of Anhalt-Zerbst",[],,[],[],
8062,"Christian August II, Duke of Schleswig-Holstein-Sonderburg-Augustenburg",[],,[],[],
8063,"Christian August of Holstein-Gottorp, Prince of Eutin",[],,[],[],
8064,Christian Bach,[],,[],[],
8065,Christian Borle,[],,[],[],
8066,Christian Camargo,[2008],2008.0,[],[],
8067,Christian Campbell,"[2001, 2009]",2001.0,[],[],
8068,Christian Duguay (actor),[],,[],[],
8069,"Christian Ernest II, Duke of Saxe-Coburg-Saalfeld",[],,[],[],
8070,"Christian Ernst, Margrave of Brandenburg-Bayreuth",[],,[],[],
8071,Christian Estrosi,[],,[],[],
8072,Christian Finnegan,[],,[],[],
8073,"Christian Heinrich, Margrave of Brandenburg-Bayreuth-Kulmbach",[],,[],[],
8074,Christian Horner,[2015],2015.0,[],[],
8075,"Christian I, Count Palatine of Birkenfeld-Bischweiler",[],,[],[],
8076,"Christian I, Elector of Saxony",[],,[],[],
8077,"Christian II, Count Palatine of Zweibrücken-Birkenfeld",[],,[],[],
8078,"Christian II, Duke of Saxe-Merseburg",[],,[],[],
8079,"Christian II, Elector of Saxony",[],,[],[],
8080,"Christian III, Count Palatine of Zweibrücken",[],,[],[],
8081,Christian III of Denmark,[],,[],[],
8082,Christian II of Denmark,[],,[],[],
8083,Christian IV of Denmark,[],,[],[],
8084,Christian IX of Denmark,[],,[],[],
8085,Christian I of Denmark,[],,[],[],
8086,Christian Kracht,[],,[],[],
8087,"Christian Louis, Duke of Brunswick-Lüneburg",[],,[],[],
8088,"Christian Ludwig II, Duke of Mecklenburg-Schwerin",[],,[],[],
8089,Christian Meier,[1995],1995.0,[2008],[13],13.0
8090,Christian Ramsay,[],,[],[],
8091,Christian Slater,"[2000, 2013]",2000.0,[],[],
8092,Christian Sugiono,[],,[],[],
8093,Christian Theodor von Pincier,[],,[],[],
8094,Christian Troy,[],,[],[],
8095,Christian Ude,[],,[],[],
8096,Christian Ulmen,[],,[],[],
8097,"Christian Ulrich I, Duke of Württemberg-Oels",[],,[],[],
8098,"Christian V, Count of Oldenburg",[],,[],[],
8099,Christian VIII of Denmark,[],,[],[],
8100,Christian VII of Denmark,[],,[],[],
8101,Christian VI of Denmark,[],,[],[],
8102,Christian V of Denmark,[],,[],[],
8103,Christian William of Brandenburg,[],,[],[],
8104,Christian Wulff,[],,[],[],
8105,Christian X of Denmark,[],,[],[],
8106,Christian de Villeneuve-Esclapon,[],,[],[],
